sample_id,split,label,member_name,class_name,class_context_added,token_length,cached_length,is_truncated
bff36860c1eb7dd0f0b7441ecf1505dee680ba54,test,0,MultifacetedAbstraction/Negative/justinsb_cloudata_justinsb_cloudata_com.cloudata.mq468MqModel.code,unknown_class,False,23253,512,True
13b1222ee9cf010a4744502c4d4aec8b1e485dc4,train,0,MultifacetedAbstraction/Negative/GlowstoneMC_Glowstone_GlowstoneMC_Glowstone_net.glowstone.entity417GlowPlayer.code,unknown_class,False,22963,512,True
ed6f203f6f4b0e5f96ead8296bd738bc3e684b06,val,0,MultifacetedAbstraction/Negative/SkymindIO_nd4j_SkymindIO_nd4j_org.nd4j.linalg.rng1317RandomTests.code,unknown_class,False,22957,512,True
f0b50fdcd0f3eb519fe675893755842ca94b6b50,train,1,MultifacetedAbstraction/Positive/google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp2CompilerTest.code,unknown_class,False,22618,512,True
48e3bf7827bd38ab3ced0c8fb308b96747c03462,test,1,MultifacetedAbstraction/Positive/caskdata_cdap_caskdata_cdap_io.cdap.cdap.spi.metadata8MetadataStorageTest.code,unknown_class,False,22610,512,True
180ca00584e93e93046f48a5040fad9ae0cad345,test,1,MultifacetedAbstraction/Positive/tesseract4java_jtesseract_tesseract4java_jtesseract_de.vorb.tesseract0LibTess.code,unknown_class,False,21711,512,True
57efb0d4c6829a3f849e10a28dea9c78f0d37c28,val,0,MultifacetedAbstraction/Negative/VHAINNOVATIONS_InfoButtons-182_VHAINNOVATIONS_InfoButtons-182_org.openinfobutton.schemas.kb91AuthorizedOrganization.code,unknown_class,False,21369,512,True
df42577036c16d93be79c6e68926d5a8d14240c9,train,0,MultifacetedAbstraction/Negative/KleeGroup_vertigo_KleeGroup_vertigo_io.vertigo.vega.webservice1227WebServiceManagerTest.code,unknown_class,False,19299,512,True
657467ab43c3dd8bc322315231c4a49239aea82b,train,0,MultifacetedAbstraction/Negative/wangzw_CppStyle_wangzw_CppStyle_org.wangzw.plugin.cppstyle12diff_match_patch.code,unknown_class,False,19066,512,True
eb76d22bf1b5389642123f03fa29c70930bb1d46,train,0,MultifacetedAbstraction/Negative/google_guava_google_guava_com.google.common.io2124BaseEncoding.code,unknown_class,False,18956,512,True
82094f088b36f1f90e3e292394ca21ff7b457c8b,test,0,MultifacetedAbstraction/Negative/rocketscience-projects_javaslang_rocketscience-projects_javaslang_io.vavr.collection335Stream.code,unknown_class,False,18460,512,True
2f7841597fdf243456a7d0aa5c641612fc0535cb,train,1,MultifacetedAbstraction/Positive/thelinmichael_spotify-web-api-java_thelinmichael_spotify-web-api-java_com.wrapper.spotify.model_objects.specification2Builder.code,unknown_class,False,17958,512,True
0740516458b6f0f8494a0d889b76c4b25c6e0548,train,1,MultifacetedAbstraction/Positive/numenta_htm.java_numenta_htm.java_org.numenta.nupic.util2ArrayUtils.code,unknown_class,False,17894,512,True
05f350905e1bb66e525c201d23c4de6e58610f52,train,1,MultifacetedAbstraction/Positive/imagej_imagej-ops_imagej_imagej-ops_net.imagej.ops.special3SpecialOpMatchingTest.code,unknown_class,False,17746,512,True
6c9c1311a3975c721315368dfcd44c31b71f6300,train,1,MultifacetedAbstraction/Positive/numenta_htm.java_numenta_htm.java_org.numenta.nupic.network1PersistenceAPITest.code,unknown_class,False,17140,512,True
73f579b807112fc4a9e3c1ac57be4023f3a416c9,train,1,MultifacetedAbstraction/Positive/mozilla_j2me.js_mozilla_j2me.js_com.sun.cldc.isolate2Isolate.code,unknown_class,False,16445,512,True
c9071d430f9a447fd0eb01418a4c7c55c50f3f6e,val,1,MultifacetedAbstraction/Positive/chanedi_QuickProject_chanedi_QuickProject_chanedi.generator.file.sqlparser.gen0CreateTableLexer.code,unknown_class,False,16411,512,True
93d00a26f53fc537b32585790dacb292e27de891,test,0,MultifacetedAbstraction/Negative/stephanenicolas_robospice_stephanenicolas_robospice_com.octo.android.robospice.request168RequestProcessorTest.code,unknown_class,False,16212,512,True
76860f311575edef233c4fb773aedac27789a2ad,train,1,MultifacetedAbstraction/Positive/querydsl_querydsl_querydsl_querydsl_com.querydsl.core.types.dsl8Expressions.code,unknown_class,False,16037,512,True
56f6ddbfefac0fa73706286f884342ea2b25a6ea,test,1,MultifacetedAbstraction/Positive/KronicDeth_intellij-elixir_KronicDeth_intellij-elixir_org.elixir_lang.psi.impl0ElixirPsiImplUtil.code,unknown_class,False,15727,512,True
a80eeddd9cd86a469f89730edfffa53be3fb5ead,train,0,MultifacetedAbstraction/Negative/lemire_RoaringBitmap_lemire_RoaringBitmap_org.roaringbitmap.buffer173MappeableArrayContainer.code,unknown_class,False,15445,512,True
e6bee42a588173f0be68228227b5f6107a939e99,test,1,MultifacetedAbstraction/Positive/ObeoNetwork_UML-Designer_ObeoNetwork_UML-Designer_org.eclipse.umlgen.reverse.java0AbstractJava2UMLConverter.code,unknown_class,False,15338,512,True
250602fe69207571f2dd6ed9be12c0dab6f3ccea,train,0,MultifacetedAbstraction/Negative/freenet_fred_freenet_fred_freenet.crypt.ciphers753Rijndael_Algorithm.code,unknown_class,False,15212,512,True
a2752caae6f5c7c81737f2c3c1812a077d1dc205,train,1,MultifacetedAbstraction/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp.graphics.RE3RenderingEngineLwjgl.code,unknown_class,False,15144,512,True
1169a7b16846c8bfdebe5d70a3a753863ad36c6a,train,1,MultifacetedAbstraction/Positive/apache_struts_apache_struts_com.opensymphony.xwork2.ognl0OgnlValueStackTest.code,unknown_class,False,15035,512,True
dadd7c35055bac2be181ca3d8d3314bc5d2b393a,test,1,MultifacetedAbstraction/Positive/PGWelch_com.opendoorlogistics_PGWelch_com.opendoorlogistics_com.opendoorlogistics.core.formulae2Functions.code,unknown_class,False,14999,512,True
0701a584439d0c1accb9234e45ce2e814be8bc88,test,0,MultifacetedAbstraction/Negative/apache_struts_apache_struts_org.apache.struts2.jasper.compiler1324Node.code,unknown_class,False,14898,512,True
53a5e724acd4fd725f0b680755c2f4fcb34ad426,train,0,MultifacetedAbstraction/Negative/looly_hutool_looly_hutool_cn.hutool.core.io287IoUtil.code,unknown_class,False,14671,512,True
fb87d6000462547ce2787becc29727ffa9d94e3b,test,1,MultifacetedAbstraction/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift.generated6Value.code,unknown_class,False,14610,512,True
1a12f8ad3dda5b108dfaea1d4983dc04f88f94a0,train,0,MultifacetedAbstraction/Negative/google_closure-compiler_google_closure-compiler_com.google.javascript.refactoring1773ErrorToFixMapperTest.code,unknown_class,False,13759,512,True
e7d18ff76217d193e12fd00f03b7607cd9c895af,val,0,MultifacetedAbstraction/Negative/ctron_package-drone_ctron_package-drone_org.apache.jasper.compiler95Parser.code,unknown_class,False,13373,512,True
7d12f1f65c243fb1a8715c593429cd59bba74e0e,train,1,MultifacetedAbstraction/Positive/openhab_openhab2_openhab_openhab2_org.openhab.binding.tesla.internal29TeslaChannelSelectorProxy.code,unknown_class,False,13199,512,True
4982e27dcd97616deb08997531b79fba147fc863,train,1,MultifacetedAbstraction/Positive/hankcs_HanLP_hankcs_HanLP_com.hankcs.hanlp0HanLP.code,unknown_class,False,13066,512,True
14632eebea47e210b6a4e922b0b0164bf622fb4c,val,1,MultifacetedAbstraction/Positive/fiji_Stitching_fiji_Stitching_plugin0Stitching_Grid.code,Stitching_fiji_Stitching_plugin,False,12875,512,True
9c6a02bb055adee74149fd9f1335aa28a6ce719c,train,1,MultifacetedAbstraction/Positive/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.regionserver2RegionCoprocessorHost.code,unknown_class,False,12721,512,True
f167cd9e32e063178fe3527053d5999c7eaf04f4,train,0,MultifacetedAbstraction/Negative/wuic_wuic_wuic_wuic_com.github.wuic.test366UtilityTest.code,unknown_class,False,12627,512,True
01b69e8ce902591767c8ff60a2c167fafeddaba4,train,0,MultifacetedAbstraction/Negative/nekopanda_logbook_nekopanda_logbook_logbook.gui.logic170CreateReportLogic.code,unknown_class,False,12562,512,True
84f7dd61ba7936ab5ba4f8556eb24a28d136f085,train,1,MultifacetedAbstraction/Positive/mozilla_j2me.js_mozilla_j2me.js_javax.microedition.lcdui7CustomItem.code,unknown_class,False,11992,512,True
399dda9226d77fd09a03a3a5f59e2e497a8f7d6d,test,0,MultifacetedAbstraction/Negative/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.functionaltest452TestBulkSearchWithStrucQueryDef.code,unknown_class,False,11843,512,True
e0945663e0fe6befa9599e728c9279fe91ae6455,train,1,MultifacetedAbstraction/Positive/openlvc_portico_openlvc_portico_hlaunit.ieee1516e.fom1Hla1516eFomParserTest.code,unknown_class,False,11815,512,True
e9869d3c7faea9a47fa4ffa48e02a89cc99e41e1,train,1,MultifacetedAbstraction/Positive/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.util3TestOrderedBytes.code,unknown_class,False,11671,512,True
e463e1d1d54e572532fa3bb94a03d278ccb5f0df,train,1,MultifacetedAbstraction/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift.generated5SortFieldResult.code,unknown_class,False,11636,512,True
6d83b5e9f276fa6d6f991ccd513762bbb58be7aa,test,1,MultifacetedAbstraction/Positive/tomitribe_crest_tomitribe_crest_org.tomitribe.crest0Commands.code,unknown_class,False,11584,512,True
e03f34c47a939d88790b3a792d598cf4ab05d4be,train,0,MultifacetedAbstraction/Negative/cping_RipplePower_cping_RipplePower_org.ripple.power.ui.projector.core.graphics3368Screen.code,unknown_class,False,11553,512,True
4b88453f092025f22692d63d6b1d3eae7b2e0ab8,train,0,MultifacetedAbstraction/Negative/grpc_grpc-java_grpc_grpc-java_io.grpc159LoadBalancer.code,unknown_class,False,11517,512,True
0a262a98cafbc3541138eff9f30c9939ac19e3f1,train,1,MultifacetedAbstraction/Positive/allanbank_mongodb-async-driver_allanbank_mongodb-async-driver_com.allanbank.mongodb.builder.expression1Expressions.code,unknown_class,False,11320,512,True
ef976444b65abe76344445ff1bb050beb224c047,test,0,MultifacetedAbstraction/Negative/google_guice_google_guice_com.google.inject.internal816RealMapBinder.code,unknown_class,False,11274,512,True
60f5ccaa16a7cd649f2a2b834b9711a0a5bdaf1a,train,0,MultifacetedAbstraction/Negative/chaupal_jxse_chaupal_jxse_net.jxta.impl.document375LiteXMLElement.code,unknown_class,False,11263,512,True
720a078a4e15dc4ec4b8caef4587d198ce83a9b3,train,0,MultifacetedAbstraction/Negative/google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp922PeepholeRemoveDeadCodeTest.code,unknown_class,False,11170,512,True
675e9ea2ef1bc5db87e6fec01f03b8a5f7f5b4f4,test,1,MultifacetedAbstraction/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp.Allegrex0Decoder.code,unknown_class,False,11150,512,True
d62e37a586c12e374b5f8aebca7cac54500aa43b,train,1,MultifacetedAbstraction/Positive/querydsl_querydsl_querydsl_querydsl_com.querydsl.sql18SQLExpressions.code,unknown_class,False,11131,512,True
76e8b2a5662b727927dde250711050ef38a8abd5,test,1,MultifacetedAbstraction/Positive/OHDSI_WebAPI_OHDSI_WebAPI_org.ohdsi.webapi.service1EvidenceService.code,unknown_class,False,11099,512,True
f113e3b612538a281d0cae9c35f881f2a88d0c32,train,0,MultifacetedAbstraction/Negative/google_closure-templates_google_closure-templates_com.google.template.soy.jssrc.internal742GenJsCodeVisitor.code,unknown_class,False,11008,512,True
a8caff3ec52610a25af826ce0c6e6926d75df259,train,0,MultifacetedAbstraction/Negative/chaupal_jxse_chaupal_jxse_net.jxta.impl.membership.pse619PSEMembershipService.code,unknown_class,False,10906,512,True
e4222bb96c2ccbede0f933da5519d7b9a89a97a7,train,0,MultifacetedAbstraction/Negative/mikeberger_borg_calendar_mikeberger_borg_calendar_net.sf.borg.ui.task220TaskView.code,unknown_class,False,10881,512,True
64988b820a523ede1954824a65a635ba07e2f218,train,1,MultifacetedAbstraction/Positive/att_XACML_att_XACML_oasis.names.tc.xacml._3_0.core.schema.wd_170ObjectFactory.code,unknown_class,False,10731,512,True
40d0669470344f9179360ec7549174b06b831e4d,train,1,MultifacetedAbstraction/Positive/apache_incubator-wave_apache_incubator-wave_org.waveprotocol.wave.model.testing8Generator.code,unknown_class,False,10579,512,True
b5c10040b7fd62c54d9e51dc1134de0de6b326b1,train,1,MultifacetedAbstraction/Positive/project-ncl_pnc_project-ncl_pnc_org.jboss.pnc.model3Builder.code,unknown_class,False,10548,512,True
f11ac0f0832b58afe0b5e9702ee042986a0b3876,train,1,MultifacetedAbstraction/Positive/caskdata_cdap_caskdata_cdap_io.cdap.cdap.store9StoreDefinition.code,unknown_class,False,10491,512,True
8c7932ef753d3d6ee777bd383898318fc6c5b1ef,train,1,MultifacetedAbstraction/Positive/google_guice_google_guice_com.google.inject4ScopesTest.code,unknown_class,False,10342,512,True
75f57277bc0d066816e543adeacd1048bbf754b7,train,1,MultifacetedAbstraction/Positive/ObeoNetwork_UML-Designer_ObeoNetwork_UML-Designer_org.obeonetwork.dsl.uml2.design.api.services1ProfileDiagramServices.code,unknown_class,False,10322,512,True
f616d6dc9553c1ce4ff892054d1820976dafa4cd,test,1,MultifacetedAbstraction/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift.generated4Response.code,unknown_class,False,10236,512,True
2b65caccd21aa22c32b5205b3167a366788835f9,train,1,MultifacetedAbstraction/Positive/Accla_d4m_api_java_Accla_d4m_api_java_edu.mit.ll.graphulo.util1GraphuloUtil.code,unknown_class,False,10054,512,True
40cffcd3144cd0d1aa63c5d9d935f14e54af0442,train,1,MultifacetedAbstraction/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.util7TestJavaClassHelper.code,unknown_class,False,10027,512,True
3fa57e8d1cf9e7a2e22ae0eea297416f15368c9e,val,0,MultifacetedAbstraction/Negative/cybergarage_cybergarage-upnp_cybergarage_cybergarage-upnp_org.cybergarage.upnp.std.av.server156ContentDirectory.code,unknown_class,False,9968,512,True
bc5c9021101882174765d03475ee9de6d9d984cb,train,0,MultifacetedAbstraction/Negative/google_closure-compiler_google_closure-compiler_com.google.javascript.rhino1821JSDocInfoBuilder.code,unknown_class,False,9921,512,True
a20327d0bb74991728a7801c441b9c61c441ac2e,test,0,MultifacetedAbstraction/Negative/ic3fox_jawr_ic3fox_jawr_net.jawr.web.config24JawrConfig.code,unknown_class,False,9864,512,True
5525530c9df75d3ccfc0416e3a502265b17a90b2,train,1,MultifacetedAbstraction/Positive/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.impl1BaseProxy.code,unknown_class,False,9819,512,True
cd76461145c8f0ce8309c4647f5868b1b044354a,train,1,MultifacetedAbstraction/Positive/apache_uima-uimafit_apache_uima-uimafit_org.apache.uima.fit.component.initialize0ConfigurationParameterInitializerTest.code,unknown_class,False,9472,512,True
565b579fa4546f408fb63877222f6fa63aac5495,train,0,MultifacetedAbstraction/Negative/apache_struts_apache_struts_com.opensymphony.xwork2.config.providers162XmlConfigurationProvider.code,unknown_class,False,9419,512,True
b9fc36c72c371f846dfa715db98e0fbd2671888c,val,1,MultifacetedAbstraction/Positive/mozilla_j2me.js_mozilla_j2me.js_javax.microedition.lcdui6Canvas.code,unknown_class,False,9120,512,True
e499987b9acde2c61bc9b40313923149d74b8715,train,0,MultifacetedAbstraction/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.model.intest.security1077TestSecurityMultitenant.code,unknown_class,False,9036,512,True
88beda49f29131a89d9e929f7acf942ab8553bb5,train,0,MultifacetedAbstraction/Negative/rapidminer_rapidminer_rapidminer_rapidminer_com.rapidminer.gui.look.fc542FileList.code,unknown_class,False,8919,512,True
45f857e02dde05d8c244b253de3d2c6e0a858f3d,train,1,MultifacetedAbstraction/Positive/apache_struts_apache_struts_org.apache.struts2.jasper.compiler3JspUtil.code,unknown_class,False,8843,512,True
e36e544c801be85c8b2bc7852fc17078440e6001,train,1,MultifacetedAbstraction/Positive/getsentry_raven-java_getsentry_raven-java_io.sentry0DefaultSentryClientFactory.code,unknown_class,False,8718,512,True
cabb76b8ab8dc6f61a6e5a8815c739a7999fc6c1,train,0,MultifacetedAbstraction/Negative/freenet_fred_freenet_fred_freenet.clients.http571PageMaker.code,unknown_class,False,8706,512,True
2345adca69b29f8ceb7aca3846f542ffe102b548,train,1,MultifacetedAbstraction/Positive/tabulapdf_tabula-java_tabulapdf_tabula-java_technology.tabula1TestSpreadsheetExtractor.code,unknown_class,False,8652,512,True
68b2385c30db06968e2be06a72ceb488c1f3c561,train,0,MultifacetedAbstraction/Negative/PayPal_SeLion_PayPal_SeLion_com.paypal.selion.platform.dataprovider354YamlDataProviderTest.code,unknown_class,False,8616,512,True
997c52215cabb8f7ac7f06bf60763dc8a4adf8e6,train,1,MultifacetedAbstraction/Positive/cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric4AES.code,unknown_class,False,8496,512,True
8628932c37c26b86788d46bd8efe1d6ffef19637,test,1,MultifacetedAbstraction/Positive/amutu_tdw_amutu_tdw_org.apache.hadoop.hive.jdbc1HiveDatabaseMetaData.code,unknown_class,False,8468,512,True
a16c2eb9ce5f895909954292ff086451851f687d,train,1,MultifacetedAbstraction/Positive/apache_tajo_apache_tajo_org.apache.tajo.jdbc2TajoDatabaseMetaData.code,unknown_class,False,8284,512,True
19ebf5c33bad6e786b55b3c31eec790ca9ee1deb,val,1,MultifacetedAbstraction/Positive/cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.asn1.x92X962NamedCurves.code,unknown_class,False,8252,512,True
331b97486a2049bbce1b6d17e29c2c6158f31ba7,train,0,MultifacetedAbstraction/Negative/Cloudslab_cloudsim_Cloudslab_cloudsim_org.cloudbus.cloudsim9Datacenter.code,unknown_class,False,8250,512,True
a46b552372feb6a709c9ec00f2c5ccd7b55b5efa,train,1,MultifacetedAbstraction/Positive/magarena_magarena_magarena_magarena_magic.model.condition2MagicCondition.code,unknown_class,False,8207,512,True
676e0d9f43da59ceeb7cfedb70ee21d2b3626153,val,1,MultifacetedAbstraction/Positive/HearthStats_HearthStats.net-Uploader_HearthStats_HearthStats.net-Uploader_net.sourceforge.tess4j0TessAPI1.code,unknown_class,False,8165,512,True
ee8a340f4e07d816ef7dfcbf239e401563457fb1,train,0,MultifacetedAbstraction/Negative/apache_tajo_apache_tajo_org.apache.tajo.master994TajoMasterClientService.code,unknown_class,False,8119,512,True
79b87a5c77a076a63ce775e37235749bef930d4d,train,1,MultifacetedAbstraction/Positive/primecloud-controller-org_primecloud-controller_primecloud-controller-org_primecloud-controller_jp.primecloud.auto.service1BaseServiceSupport.code,unknown_class,False,8040,512,True
cbccd354d605efb97ec4ae24941e83f94937c8d5,train,0,MultifacetedAbstraction/Negative/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift.generated1522queryStatusById_args.code,unknown_class,False,8034,512,True
99e10624b594b1fec286e04ac2a1ffe90391f965,val,0,MultifacetedAbstraction/Negative/FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.ui.faces.bean.bolonhaManager.curricularPlans2550CurricularCourseManagementBackingBean.code,unknown_class,False,8033,512,True
356aa1ff3c3accca535e8db51fea9c62a54c40da,val,1,MultifacetedAbstraction/Positive/apache_tajo_apache_tajo_org.apache.tajo.plan4ExprAnnotator.code,unknown_class,False,7915,512,True
2955db400cf88295f7e1fc53ef87516ab93c9497,train,1,MultifacetedAbstraction/Positive/imagej_imagej-ops_imagej_imagej-ops_net.imagej.ops.math2UnaryRealTypeMath.code,unknown_class,False,7814,512,True
f6b42e0ce514e0350cf3a68918b97346066e70ba,test,1,MultifacetedAbstraction/Positive/wgybzbrobot_sentiment-search_wgybzbrobot_sentiment-search_zx.soft.sent.dao.domain.platform0Builder.code,unknown_class,False,7797,512,True
c96bdc8948ed87ac70b1d244ef7bbafb93aa9b12,train,1,MultifacetedAbstraction/Positive/cglib_cglib_cglib_cglib_net.sf.cglib.core2EmitUtils.code,unknown_class,False,7787,512,True
193ff32c61a9e7c5398668e72a45ca57f2e07014,test,1,MultifacetedAbstraction/Positive/google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp3DevirtualizeMethodsTest.code,unknown_class,False,7625,512,True
3de8bfaee5adacb7f178fb639dde123e42f55794,train,1,MultifacetedAbstraction/Positive/wso2_MDM-Android-Agent_wso2_MDM-Android-Agent_com.actionbarsherlock.app0ActionBar.code,unknown_class,False,7466,512,True
d18066e7c867190946c65e05752ffbf59f659ff9,train,1,MultifacetedAbstraction/Positive/whatscloud_whatscloud-android_whatscloud_whatscloud-android_com.actionbarsherlock.app0ActionBar.code,unknown_class,False,7466,512,True
5bea567e0e733c69c789588b728a1b5b8378ab6e,val,0,MultifacetedAbstraction/Negative/glazedlists_glazedlists_glazedlists_glazedlists_ca.odell.glazedlists.impl.adt.barcode2421SimpleTree.code,unknown_class,False,7454,512,True
67d3820e257952f086636f6e82f5ea2b0a61b3b5,train,0,MultifacetedAbstraction/Negative/caskdata_cdap_caskdata_cdap_io.cdap.cdap.data2.dataset2.lib.partitioned1809PartitionConsumerTest.code,unknown_class,False,7432,512,True
8342f7f7a721e9a57db77cb8542bd1982b59bcc5,train,0,MultifacetedAbstraction/Negative/ic3fox_jawr-main-repo_ic3fox_jawr-main-repo_net.jawr.web.resource.bundle.factory107BundlesHandlerFactory.code,unknown_class,False,7402,512,True
8a7d58c1e5ac0a74da64f573ffb0bd87fb9d52a1,train,0,MultifacetedAbstraction/Negative/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.codec.prefixtree574PrefixTreeBlockMeta.code,unknown_class,False,7351,512,True
8a73125927026b480f38821a6ee88b78c51432bc,train,1,MultifacetedAbstraction/Positive/bitcoinj_bitcoinj_bitcoinj_bitcoinj_org.bitcoinj.core0PeerGroupTest.code,unknown_class,False,7274,512,True
a186c74a9a48d351a89df4d80e9b0fc9f0c7797d,train,0,MultifacetedAbstraction/Negative/caskdata_cdap_caskdata_cdap_io.cdap.cdap.internal.provision3990ProvisioningService.code,unknown_class,False,7230,512,True
72ec533db688b25a08930cc7783dee563d2ac19f,train,0,MultifacetedAbstraction/Negative/ceskaexpedice_kramerius_ceskaexpedice_kramerius_cz.incad.kramerius.security.impl796DatabaseUserManager.code,unknown_class,False,7222,512,True
2848b44b5af7516560b49cf7e116d953190841a3,train,1,MultifacetedAbstraction/Positive/arquillian_arquillian-cube_arquillian_arquillian-cube_org.arquillian.cube.docker.impl.client0CubeConfigurationTest.code,unknown_class,False,7197,512,True
a0990967b2c5c9af7e1595c6c46f106eb42b90e8,train,0,MultifacetedAbstraction/Negative/bydavy_android-number-morphing_bydavy_android-number-morphing_com.bydavy.morpher.font11DFont.code,unknown_class,False,7117,512,True
30efc462db0e5e59d358fb0de279b22988bccacd,test,0,MultifacetedAbstraction/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.model.intest.archetypes1009TestArchetypes.code,unknown_class,False,7104,512,True
6b5d8bc16ec4796f41da389884a4c8028178a834,train,0,MultifacetedAbstraction/Negative/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.protobuf.generated1546Action.code,unknown_class,False,7074,512,True
753ee67b647e664e6f93a4ad5d485e336a5cd7c6,test,1,MultifacetedAbstraction/Positive/thelinmichael_spotify-web-api-java_thelinmichael_spotify-web-api-java_com.wrapper.spotify.model_objects.miscellaneous1Builder.code,unknown_class,False,7069,512,True
